date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:30	29658/29658	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/index.html	(from )
14:24:30	853/853	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/robots.txt		(from )
14:24:31	58297/58297	---MCZ	200	added ('OK')	text/css	etag:W/%22accdbde3b79ab05345137cafe7201b9d%22	https://unicons.iconscout.com/release/v4.0.0/css/line.css	C:/My%20Web%20Sites/sridharglowweb/unicons.iconscout.com/release/v4.0.0/css/line.css	(from https://sridhar-and-teams.web.app/)
14:24:31	65758/65758	---MCZ	200	added ('OK')	text/css	etag:%22100de-Mn9KNwx+Bha2gD4oS36aXAm4QDs%22	https://unpkg.com/boxicons@2.1.1/css/boxicons.min.css	C:/My%20Web%20Sites/sridharglowweb/unpkg.com/boxicons@2.1.1/css/boxicons.min.css	(from https://sridhar-and-teams.web.app/)
14:24:32	101784/101784	---M-Z	200	added ('OK')	text/css	etag:%22630e6e62-543a%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.2.0/css/all.min.css	C:/My%20Web%20Sites/sridharglowweb/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.2.0/css/all.min.css	(from https://sridhar-and-teams.web.app/)
14:24:32	15817/15817	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/css/swiper-bundle.min.css	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/css/swiper-bundle.min.css	(from https://sridhar-and-teams.web.app/)
14:24:33	22360/22360	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/css/style.css	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/css/style.css	(from https://sridhar-and-teams.web.app/)
14:24:34	21950/21950	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/favicon.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/favicon.png	(from https://sridhar-and-teams.web.app/)
14:24:34	1511/1511	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/dribble.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/dribble.png	(from https://sridhar-and-teams.web.app/)
14:24:34	1538/1538	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/telegram.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/telegram.png	(from https://sridhar-and-teams.web.app/)
14:24:35	1311/1311	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/instagram.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/instagram.png	(from https://sridhar-and-teams.web.app/)
14:24:37	927170/927170	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/Picsart_22-10-13_16-35-08-599.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/Picsart_22-10-13_16-35-08-599.jpg	(from https://sridhar-and-teams.web.app/)
14:24:37	94169/94169	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/jerric.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/jerric.jpg	(from https://sridhar-and-teams.web.app/)
14:24:37	9278/9278	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/index.html	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/index.html	(from https://sridhar-and-teams.web.app/)
14:24:38	46700/46700	---M--	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/work-2.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/work-2.webp	(from https://sridhar-and-teams.web.app/)
14:24:38	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/esridhar.000webhostapp.com	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/esridhar.000webhostapp.com	(from https://sridhar-and-teams.web.app/)
14:24:39	57240/57240	---M--	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/work-3.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/work-3.webp	(from https://sridhar-and-teams.web.app/)
14:24:39	39440/39440	---M--	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/work-4.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/work-4.webp	(from https://sridhar-and-teams.web.app/)
14:24:40	42772/42772	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/work-5.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/work-5.webp	(from https://sridhar-and-teams.web.app/)
14:24:40	217576/217576	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/prem.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/prem.jpg	(from https://sridhar-and-teams.web.app/)
14:24:40	9290/9290	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/index.html	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/index.html	(from https://sridhar-and-teams.web.app/)
14:24:41	976213/976213	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/thesai.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/thesai.png	(from https://sridhar-and-teams.web.app/)
14:24:43	89031/89031	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/js/mixitup.min.js	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/js/mixitup.min.js	(from https://sridhar-and-teams.web.app/)
14:24:43	1293892/1293892	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/rishu.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/rishu.png	(from https://sridhar-and-teams.web.app/)
14:24:43	1177634/1177634	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/jerric.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/jerric.png	(from https://sridhar-and-teams.web.app/)
14:24:44	139413/139413	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/js/swiper-bundle.min.js	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/js/swiper-bundle.min.js	(from https://sridhar-and-teams.web.app/)
14:24:44	5201/5201	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/js/main.js	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/js/main.js	(from https://sridhar-and-teams.web.app/)
14:24:46	6534/6534	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/back.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/back.png	(from https://sridhar-and-teams.web.app/assets/css/style.css)
14:24:46	1554790/1554790	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/pexels-olya-kobruseva-7121496.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/pexels-olya-kobruseva-7121496.jpg	(from https://sridhar-and-teams.web.app/assets/css/style.css)
14:24:47	23908/23908	---M-Z	200	added ('OK')	image/png	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/glasses.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/glasses.png	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:47	8055/8055	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/css/style.css	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/css/style.css	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:47	107654/107654	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/2.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/2.jpg	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:48	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/chameleon.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/chameleon.png	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:48	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/night.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/night.png	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:48	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/landscape.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/landscape.png	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:49	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/family.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/family.png	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:50	205072/205072	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/5.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/5.webp	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:50	286396/286396	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/7.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/7.webp	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:50	122601/122601	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/1.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/1.jpg	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:51	122664/122664	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/3.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/3.jpg	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:52	373503/373503	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/4.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/4.webp	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
